"timestamp","ICMP_ping","ICMP_loss","ICMP_response_time","Device_uptime","SNMP_availability","range","EX_Inbound_packets_discarded","IN_Inbound_packets_discarded","P_Inbound_packets_discarded","EX_Outbound_packets_discarded","IN_Outbound_packets_discarded","P_Outbound_packets_discarded","EX_Inbound_packets_with_errors","IN_Inbound_packets_with_errors","P_Inbound_packets_with_errors","EX_Outbound_packets_with_errors","IN_Outbound_packets_with_errors","P_Outbound_packets_with_errors","EX_Bits_sent","IN_Bits_sent","P_Bits_sent","EX_Bits_received","IN_Bits_received","P_Bits_received","EX_Speed","IN_Speed","P_Speed","EX_Interface_type","IN_Interface_type","P_Interface_type","EX_Operational_status","IN_Operational_status","P_Operational_status","class"
"1557371705","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","15440.0","1664.0","232.0","1432.0","15088.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557371885","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5880.0","1968.0","216.0","1728.0","5128.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557372065","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","10496.0","4304.0","224.0","4088.0","10280.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557372245","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2144.0","1408.0","216.0","1200.0","1672.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557372425","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1912.0","1584.0","208.0","1448.0","1320.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557372605","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1976.0","1680.0","216.0","1376.0","1552.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557372785","-1","-1","-1","-1","-1","1","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3152.0","1504.0","224.0","1304.0","2736.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557372965","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3400.0","1880.0","208.0","1624.0","2928.0","152.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557373145","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3040.0","1784.0","216.0","1576.0","2416.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557373325","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3488.0","3936.0","208.0","3728.0","2952.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557373505","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5024.0","1920.0","216.0","1704.0","4632.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557373685","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2024.0","2144.0","224.0","1912.0","1544.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557373865","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3488.0","23064.0","224.0","22832.0","2752.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557374045","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1688.0","7592.0","240.0","7424.0","976.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557374225","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1808.0","3000.0","216.0","2808.0","1160.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557374405","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1616.0","2608.0","208.0","2376.0","1128.0","152.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557374585","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3680.0","1496.0","216.0","1368.0","2584.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557374765","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1576.0","1648.0","224.0","1376.0","1080.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557374945","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1840.0","2552.0","216.0","2488.0","1192.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557375125","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1552.0","1968.0","208.0","1600.0","1064.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557375305","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1776.0","1360.0","232.0","1128.0","1272.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557375485","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2144.0","1664.0","224.0","1424.0","1584.0","200.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557375665","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1944.0","2416.0","224.0","2192.0","1376.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557375845","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2216.0","3600.0","216.0","3376.0","1648.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557376025","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2240.0","1520.0","216.0","1272.0","1672.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557376205","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7504.0","1576.0","224.0","1352.0","6984.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557376385","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1960.0","1720.0","208.0","1512.0","1432.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557376565","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","11040.0","1720.0","208.0","1488.0","10512.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557376745","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","4456.0","1328.0","240.0","1064.0","3768.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557376925","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1288.0","1744.0","216.0","1528.0","720.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557377105","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1480.0","1672.0","224.0","1448.0","968.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557377285","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1592.0","1488.0","224.0","1232.0","1096.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557377465","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1280.0","1688.0","240.0","1440.0","776.0","200.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557377645","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1336.0","2000.0","216.0","1808.0","808.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557377825","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1144.0","2096.0","208.0","1864.0","632.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557378005","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1208.0","1696.0","232.0","1440.0","696.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557378185","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3472.0","1536.0","224.0","1368.0","2312.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557378365","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1312.0","1536.0","208.0","1296.0","800.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557378545","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1184.0","2928.0","208.0","2736.0","680.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557378725","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","10080.0","1768.0","224.0","1496.0","9512.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557378905","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1240.0","1400.0","232.0","1184.0","768.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557379085","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1360.0","1624.0","208.0","1464.0","792.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557379265","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1336.0","2264.0","232.0","1944.0","864.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557379445","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1144.0","2016.0","216.0","1824.0","600.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557379625","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1224.0","1600.0","208.0","1352.0","704.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557379805","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1232.0","1544.0","240.0","1336.0","760.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557379985","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1120.0","1424.0","216.0","1160.0","656.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557380165","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1424.0","2128.0","224.0","1936.0","856.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557380345","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1184.0","1400.0","208.0","1160.0","696.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557380525","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1256.0","1584.0","224.0","1360.0","760.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557380705","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1184.0","1408.0","200.0","1184.0","744.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557380885","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1664.0","1896.0","240.0","1648.0","1112.0","200.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557381065","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1264.0","1816.0","224.0","1592.0","760.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557381245","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1120.0","1864.0","224.0","1640.0","632.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557381425","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1256.0","1840.0","208.0","1600.0","720.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557381605","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1392.0","1760.0","208.0","1544.0","872.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557381785","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3248.0","1712.0","240.0","1536.0","2136.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557381965","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1320.0","1416.0","208.0","1184.0","832.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557382145","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1264.0","2696.0","232.0","2456.0","816.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557382325","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1168.0","1720.0","208.0","1480.0","632.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557382505","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1336.0","1752.0","208.0","1544.0","824.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557382685","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1560.0","1296.0","232.0","1200.0","936.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557382865","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1112.0","2104.0","232.0","1688.0","672.0","208.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557383045","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1248.0","2064.0","232.0","1888.0","744.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557383225","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1304.0","1600.0","216.0","1344.0","800.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557383405","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1112.0","1488.0","232.0","1280.0","632.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557383585","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1328.0","1360.0","216.0","1104.0","832.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557383765","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1536.0","1904.0","208.0","1744.0","936.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557383945","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1096.0","1608.0","216.0","1320.0","656.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557384125","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1200.0","1640.0","216.0","1408.0","696.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557384305","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1512.0","1408.0","232.0","1352.0","984.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557384485","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1536.0","1816.0","216.0","1528.0","984.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557384665","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1200.0","1928.0","208.0","1680.0","680.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557384845","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1192.0","2032.0","248.0","1768.0","744.0","208.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557385025","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1264.0","1552.0","224.0","1336.0","712.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557385205","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1152.0","3008.0","208.0","2736.0","632.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557385385","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3400.0","1784.0","216.0","1528.0","2264.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557385565","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1416.0","3056.0","216.0","2912.0","872.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557385745","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1128.0","7360.0","224.0","7136.0","648.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557385925","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1328.0","1888.0","216.0","1616.0","776.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557386105","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1400.0","4336.0","216.0","4160.0","864.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557386285","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1320.0","1656.0","224.0","1456.0","744.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557386465","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1264.0","2488.0","216.0","2232.0","744.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557386645","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1392.0","3984.0","232.0","3776.0","808.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557386825","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","1240.0","3224.0","224.0","3008.0","648.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
