"timestamp","ICMP_ping","ICMP_loss","ICMP_response_time","Device_uptime","SNMP_availability","range","EX_Inbound_packets_discarded","IN_Inbound_packets_discarded","P_Inbound_packets_discarded","EX_Outbound_packets_discarded","IN_Outbound_packets_discarded","P_Outbound_packets_discarded","EX_Inbound_packets_with_errors","IN_Inbound_packets_with_errors","P_Inbound_packets_with_errors","EX_Outbound_packets_with_errors","IN_Outbound_packets_with_errors","P_Outbound_packets_with_errors","EX_Bits_sent","IN_Bits_sent","P_Bits_sent","EX_Bits_received","IN_Bits_received","P_Bits_received","EX_Speed","IN_Speed","P_Speed","EX_Interface_type","IN_Interface_type","P_Interface_type","EX_Operational_status","IN_Operational_status","P_Operational_status","class"
"1557887587","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8168.0","7832.0","208.0","7576.0","7920.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557887768","-1","-1","-1","-1","-1","179","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8032.0","2096.0","232.0","1840.0","7760.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557888127","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7624.0","1624.0","216.0","1408.0","7256.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557888307","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7800.0","1656.0","208.0","1408.0","7504.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557888487","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7536.0","1560.0","232.0","1312.0","7384.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557888667","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7616.0","1592.0","216.0","1400.0","7184.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557888847","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6568.0","1736.0","224.0","1432.0","6480.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557889027","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7808.0","2584.0","208.0","2344.0","7472.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557889207","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8968.0","25528.0","216.0","25288.0","8696.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557889387","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7272.0","88344.0","232.0","88128.0","6128.0","200.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557889567","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3648.0","1592.0","232.0","1360.0","3080.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557889747","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","4568.0","1640.0","216.0","1416.0","4112.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557889927","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8048.0","1576.0","208.0","1336.0","7328.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557890107","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","4496.0","1640.0","240.0","1448.0","3808.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557890287","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7984.0","1560.0","216.0","1272.0","7928.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557890467","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7096.0","1576.0","216.0","1408.0","6520.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557890647","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6464.0","1624.0","216.0","1312.0","6696.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557890827","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8976.0","1704.0","240.0","1416.0","8192.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557891007","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7336.0","1536.0","216.0","1320.0","7040.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557891187","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","9008.0","70232.0","208.0","68360.0","8808.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557891367","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7944.0","10648.0","224.0","12056.0","7432.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557891547","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8816.0","3000.0","232.0","2736.0","8488.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557891727","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8160.0","1872.0","232.0","1608.0","7856.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557891907","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7880.0","1616.0","216.0","1376.0","7896.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557892087","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8096.0","1944.0","216.0","1864.0","7240.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557892267","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7112.0","1632.0","208.0","1280.0","7240.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557892447","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7320.0","1688.0","240.0","1472.0","7056.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557892627","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7424.0","3008.0","224.0","2752.0","7072.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557892807","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","21056.0","1960.0","208.0","1712.0","20512.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557892987","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5872.0","33504.0","216.0","33312.0","4544.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557893167","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5352.0","103920.0","216.0","103688.0","4800.0","192.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557893347","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2296.0","1880.0","208.0","1656.0","1616.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557893527","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2536.0","1624.0","240.0","1392.0","1848.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557893707","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2624.0","1592.0","240.0","1280.0","2104.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557893887","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7160.0","2096.0","208.0","1872.0","6784.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557894067","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","4632.0","3216.0","208.0","2968.0","4048.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557894247","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5184.0","1992.0","224.0","1752.0","4664.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557894427","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2488.0","1528.0","240.0","1288.0","1856.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557894607","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2808.0","1616.0","208.0","1376.0","2304.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557894787","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2408.0","1632.0","208.0","1424.0","1736.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557894967","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7128.0","135032.0","208.0","134872.0","6440.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557895147","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7336.0","1736.0","216.0","1432.0","7152.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557895327","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5616.0","1544.0","208.0","1312.0","5176.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557895507","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5944.0","1600.0","208.0","1392.0","5536.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557895687","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7000.0","1552.0","264.0","1232.0","6760.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557895867","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5552.0","1592.0","208.0","1432.0","4824.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557896047","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7280.0","1712.0","208.0","1328.0","7568.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557896227","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7696.0","2696.0","232.0","2504.0","7256.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557896407","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7792.0","1704.0","232.0","1424.0","8792.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557896587","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","8872.0","2216.0","216.0","2048.0","6584.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557896767","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7064.0","28048.0","208.0","27808.0","6800.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557896947","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","9704.0","90520.0","216.0","90304.0","9304.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557897127","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7160.0","1832.0","224.0","1584.0","6800.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557897307","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7048.0","1656.0","208.0","1432.0","6808.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557897487","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6944.0","1808.0","216.0","1544.0","6488.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557897667","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7672.0","2048.0","224.0","1800.0","7360.0","208.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557897847","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5608.0","1784.0","240.0","1512.0","5312.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557898027","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6696.0","2096.0","224.0","1872.0","6272.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557898207","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6720.0","1816.0","216.0","1552.0","6368.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557898387","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","5720.0","1920.0","216.0","1680.0","5424.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557898567","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6984.0","1648.0","232.0","1472.0","6560.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557898747","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","10712.0","119840.0","208.0","119576.0","10328.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557898927","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7080.0","1696.0","208.0","1480.0","6784.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557899107","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6888.0","1728.0","224.0","1448.0","6592.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557899287","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7136.0","1952.0","232.0","1736.0","6976.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557899467","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6728.0","1680.0","208.0","1440.0","6216.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557899647","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6304.0","1704.0","224.0","1464.0","5992.0","176.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557899827","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6968.0","3208.0","248.0","2928.0","6760.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557900007","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6312.0","1688.0","248.0","1432.0","5848.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557900187","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","9104.0","1776.0","208.0","1568.0","8120.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557900367","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6608.0","1704.0","216.0","1464.0","6224.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557900547","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7344.0","26632.0","232.0","26392.0","7016.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557900727","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","9368.0","84336.0","200.0","84088.0","9000.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557900907","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","7208.0","1664.0","208.0","1456.0","7080.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557901087","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6280.0","1648.0","208.0","1424.0","5632.0","152.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557901267","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6512.0","2832.0","208.0","2632.0","5968.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557901447","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2304.0","2192.0","208.0","1992.0","1632.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557901627","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2136.0","1584.0","232.0","1264.0","1688.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557901807","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2352.0","25104.0","248.0","24720.0","1864.0","200.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557901987","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2256.0","2272.0","240.0","2184.0","1496.0","208.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557902167","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2800.0","148040.0","240.0","147800.0","2208.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557902347","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","3096.0","205464.0","208.0","205248.0","2472.0","168.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557902527","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","6368.0","308912.0","208.0","308696.0","5744.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557902707","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2528.0","143888.0","208.0","143672.0","1880.0","160.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
"1557902887","-1","-1","-1","-1","-1","0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","-1.0","-2.0","-1.0","2488.0","150232.0","232.0","149992.0","1912.0","184.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","NE"
